load_id,po_id,carrier_id,mode,equipment,pickup_planned,delivery_planned,pickup_actual,delivery_actual,pallets,weight_lbs,cube_cuft,planned_miles,linehaul_cost,fuel_cost,accessorial_cost,status,osd_flag,osd_reason
900362,50362,301,TL,Dry Van,2025-03-12,2025-03-15,2025-03-12,2025-03-15,11,15444,979.2,1263,2634.33,519.84,50,Delivered,0,
900363,50363,303,LTL,Dry Van,2025-04-02,2025-04-03,2025-04-03,2025-04-03,3,4080,354.7,348,300.0,49.67,0,Delivered,0,
900364,50364,301,TL,Dry Van,2025-04-05,2025-04-06,2025-04-05,2025-04-07,19,16122,1358.8,450,923.46,97.18,0,Delivered,0,
900365,50365,302,TL,Dry Van,2025-03-15,2025-03-18,2025-03-15,2025-03-19,11,15985,1085.9,1083,2490.17,489.2,200,Delivered,0,
900366,50366,301,LTL,Dry Van,2025-04-25,2025-04-28,2025-04-25,2025-04-28,6,2303,486.5,1775,503.27,70.51,125,Delivered,0,
900367,50367,303,LTL,Dry Van,2025-02-03,2025-02-07,2025-02-03,2025-02-06,1,7834,524.5,1991,654.29,79.77,0,Delivered,0,
900368,50368,300,LTL,Dry Van,2025-02-28,2025-03-03,2025-02-28,2025-03-04,5,4765,345.5,1819,652.72,69.41,200,Delivered,0,
900369,50369,300,TL,Dry Van,2025-01-06,2025-01-10,2025-01-06,2025-01-10,13,16948,1011.1,1826,3284.19,459.87,75,Delivered,0,
900370,50370,300,TL,Dry Van,2025-05-07,2025-05-10,2025-05-08,2025-05-10,8,11944,1165.1,1263,2278.41,431.88,0,Delivered,0,
900371,50371,301,TL,Dry Van,2025-02-26,2025-03-02,2025-02-26,2025-03-01,7,12938,1070.5,1905,3933.33,643.37,50,Delivered,0,
900372,50372,300,TL,Dry Van,2025-04-14,2025-04-18,2025-04-14,2025-04-17,13,16982,1236.0,1991,4164.09,602.84,75,Delivered,0,
900373,50373,302,TL,Dry Van,2025-02-21,2025-02-25,2025-02-21,2025-02-24,16,11629,1213.6,1962,4537.94,764.98,0,Delivered,0,
900374,50374,301,TL,Dry Van,2025-04-07,2025-04-11,2025-04-07,2025-04-09,16,12288,1519.7,2001,4394.85,786.69,0,Delivered,0,
900375,50375,301,LTL,Dry Van,2025-06-28,2025-06-29,2025-06-28,2025-06-28,5,3696,564.9,348,300.0,43.02,50,Delivered,0,
900376,50376,303,LTL,Reefer,2025-06-10,2025-06-11,2025-06-10,2025-06-11,8,3277,540.7,761,300.0,54.06,0,Delivered,0,
900377,50377,300,LTL,Dry Van,2025-05-19,2025-05-23,2025-05-19,2025-05-22,5,5022,118.9,2001,583.1,112.64,0,Delivered,0,
900378,50378,303,TL,Dry Van,2025-04-05,2025-04-07,2025-04-05,2025-04-05,8,13204,1302.0,1047,2316.36,287.29,200,Delivered,0,
900379,50379,300,TL,Reefer,2025-06-25,2025-06-29,2025-06-25,2025-06-27,12,7697,1562.8,1826,4694.41,664.45,0,Delivered,0,
900380,50380,304,TL,Dry Van,2025-03-26,2025-03-29,2025-03-26,2025-03-31,15,21713,1493.9,1370,2467.33,310.16,0,Delayed,0,
900381,50381,303,TL,Dry Van,2025-01-22,2025-01-26,2025-01-22,2025-01-25,13,12468,943.2,1826,4405.4,504.68,50,Delivered,0,
900382,50382,301,TL,Dry Van,2025-05-28,2025-05-31,2025-05-30,2025-06-02,17,13456,1242.8,1263,2860.84,556.06,75,Delivered,0,
900383,50383,301,TL,Dry Van,2025-04-12,2025-04-17,2025-04-12,2025-04-16,12,20769,847.2,2287,4176.39,600.53,0,Delivered,0,
900384,50384,302,LTL,Dry Van,2025-03-18,2025-03-22,2025-03-18,2025-03-21,3,3995,94.1,1925,736.19,104.46,0,Delivered,0,
900385,50385,302,TL,Dry Van,2025-06-29,2025-07-02,2025-06-28,2025-07-01,14,12255,1318.0,1819,4076.28,487.58,50,In Transit,0,
900386,50386,300,TL,Dry Van,2025-05-30,2025-06-03,2025-06-01,2025-06-05,13,18605,1214.3,2001,4108.34,631.48,0,Delivered,0,
900387,50387,301,LTL,Dry Van,2025-05-17,2025-05-20,2025-05-17,2025-05-22,5,8529,491.8,1775,618.05,96.65,0,Delayed,0,
900388,50388,302,TL,Dry Van,2025-01-02,2025-01-03,2025-01-02,2025-01-04,17,16817,1058.1,450,838.83,94.56,75,Delivered,0,
900389,50389,300,LTL,Reefer,2025-01-09,2025-01-13,2025-01-09,2025-01-12,3,5919,315.3,1826,575.79,58.24,0,Delivered,0,
900390,50390,300,TL,Dry Van,2025-06-25,2025-06-26,2025-06-25,2025-06-26,10,17415,1206.3,761,1320.32,136.71,0,Delivered,1,Count discrepancy
900391,50391,302,TL,Dry Van,2025-06-29,2025-06-30,2025-06-29,2025-06-29,12,15009,1217.3,348,881.42,175.42,0,Delivered,0,
900392,50392,302,LTL,Dry Van,2025-03-01,2025-03-05,2025-03-02,2025-03-07,3,772,358.6,1925,760.17,119.14,0,Delivered,0,
900393,50393,300,LTL,Reefer,2025-03-17,2025-03-18,2025-03-17,2025-03-18,2,1583,469.7,443,300.0,33.05,0,Delivered,0,
900394,50394,304,TL,Dry Van,2025-04-29,2025-04-30,2025-04-29,2025-04-29,14,12099,1071.1,450,946.59,170.2,125,Delivered,0,
900395,50395,303,TL,Dry Van,2025-04-12,2025-04-16,2025-04-12,2025-04-14,10,14659,1421.1,1826,3647.83,636.31,50,Delivered,0,
900396,50396,300,TL,Dry Van,2025-02-19,2025-02-24,2025-02-19,2025-02-25,15,16205,1348.7,2287,5759.86,1083.1,125,Delayed,0,
900397,50397,304,LTL,Dry Van,2025-05-30,2025-06-02,2025-05-30,2025-06-01,8,4948,101.7,1819,656.89,71.61,50,Delivered,0,
900398,50398,300,TL,Dry Van,2025-01-11,2025-01-15,2025-01-11,2025-01-15,13,12782,1358.5,2008,4482.52,805.65,200,Delivered,0,
900399,50399,301,LTL,Flatbed,2025-01-10,2025-01-15,2025-01-10,2025-01-15,2,200,50.0,2139,563.65,83.02,0,Delivered,0,
900400,50400,301,LTL,Dry Van,2025-06-19,2025-06-23,2025-06-19,2025-06-24,7,200,241.2,2001,739.77,131.45,0,Delivered,0,
900401,50401,301,TL,Dry Van,2025-05-11,2025-05-15,2025-05-11,2025-05-14,8,14516,1119.3,2001,4022.07,783.36,0,Delivered,0,
900402,50402,301,TL,Dry Van,2025-01-03,2025-01-07,2025-01-03,2025-01-07,9,13567,1104.0,2325,5516.37,777.96,75,Delivered,0,
900403,50403,302,TL,Dry Van,2025-05-15,2025-05-16,2025-05-16,2025-05-16,10,17868,1326.4,761,1950.18,237.5,0,Delivered,0,
900404,50404,300,LTL,Dry Van,2025-03-12,2025-03-13,2025-03-12,2025-03-14,3,2524,50.0,443,300.0,44.24,0,Delivered,0,
900405,50405,301,LTL,Dry Van,2025-02-13,2025-02-17,2025-02-12,2025-02-18,4,6754,308.2,1991,827.24,87.4,0,Delayed,0,
900406,50406,304,TL,Dry Van,2025-02-13,2025-02-14,2025-02-13,2025-02-14,13,16853,992.7,348,601.59,83.42,125,Delivered,0,
900407,50407,302,TL,Flatbed,2025-01-02,2025-01-07,2025-01-02,2025-01-07,17,18038,1263.1,2287,3906.18,666.18,0,Delivered,0,
900408,50408,304,TL,Flatbed,2025-02-18,2025-02-21,2025-02-18,2025-02-21,14,16052,1287.6,1775,3502.02,697.89,125,Delivered,0,
900409,50409,304,TL,Dry Van,2025-01-07,2025-01-08,2025-01-07,2025-01-08,11,17284,995.6,348,873.68,136.35,0,Delivered,0,
900410,50410,301,TL,Dry Van,2025-05-08,2025-05-13,2025-05-07,2025-05-11,6,13274,1344.4,2287,5609.09,1081.56,50,Delivered,0,
900411,50411,302,LTL,Dry Van,2025-05-03,2025-05-08,2025-05-03,2025-05-09,4,3883,231.3,2139,824.32,143.54,0,Delivered,0,
900412,50412,300,TL,Dry Van,2025-03-18,2025-03-19,2025-03-18,2025-03-19,6,10951,1116.0,348,724.55,120.43,0,Delivered,0,
900413,50413,301,TL,Flatbed,2025-03-05,2025-03-09,2025-03-05,2025-03-13,12,11286,1328.0,2325,5478.08,658.2,0,Delayed,0,
900414,50414,300,TL,Reefer,2025-06-14,2025-06-18,2025-06-16,2025-06-20,13,13501,862.7,2008,5148.55,963.89,0,Delivered,0,
900415,50415,301,TL,Dry Van,2025-04-18,2025-04-21,2025-04-19,2025-04-21,13,11494,1324.3,1263,2857.82,375.99,0,Delivered,0,
900416,50416,301,TL,Dry Van,2025-01-22,2025-01-25,2025-01-22,2025-01-26,7,7435,1187.0,1263,3252.37,478.1,125,Delivered,0,
900417,50417,301,LTL,Dry Van,2025-06-11,2025-06-14,2025-06-13,2025-06-15,3,5613,267.6,1370,528.03,54.11,0,Delivered,0,
900418,50418,301,TL,Dry Van,2025-05-04,2025-05-05,2025-05-04,2025-05-04,13,15622,838.0,443,869.74,132.22,0,Delivered,0,
900419,50419,301,TL,Flatbed,2025-03-04,2025-03-05,2025-03-04,2025-03-06,10,19277,1201.3,761,1578.9,196.66,75,Delivered,1,Count discrepancy
900420,50420,300,LTL,Dry Van,2025-03-19,2025-03-20,2025-03-19,2025-03-19,4,4465,566.8,348,300.0,53.45,0,Delivered,0,
900421,50421,303,TL,Dry Van,2025-07-01,2025-07-03,2025-07-01,2025-07-04,21,17065,1209.0,1047,2132.32,339.85,0,In Transit,0,
900422,50422,300,LTL,Reefer,2025-05-22,2025-05-25,2025-05-23,2025-05-27,5,294,66.6,1263,353.84,60.66,0,Delivered,0,
900423,50423,300,TL,Dry Van,2025-01-26,2025-01-30,2025-01-26,2025-01-30,16,17754,1362.9,1991,5086.55,1013.19,0,Delivered,0,
900424,50424,304,TL,Dry Van,2025-02-04,2025-02-07,2025-02-04,2025-02-06,14,14186,1149.0,1083,1939.91,375.19,50,Delivered,0,
900425,50425,304,TL,Reefer,2025-05-08,2025-05-11,2025-05-09,2025-05-11,10,18227,1119.6,1775,3423.31,537.92,0,Delivered,0,
900426,50426,303,TL,Dry Van,2025-01-12,2025-01-15,2025-01-12,2025-01-15,12,14090,1368.0,1263,2205.5,353.14,50,Delivered,0,
900427,50427,301,TL,Dry Van,2025-06-16,2025-06-20,2025-06-16,2025-06-20,5,16785,1371.5,1905,4319.07,681.14,0,Delivered,0,
900428,50428,301,LTL,Dry Van,2025-03-05,2025-03-08,2025-03-05,2025-03-08,4,200,314.6,1819,641.29,113.06,0,Delivered,0,
900429,50429,302,LTL,Flatbed,2025-03-09,2025-03-10,2025-03-09,2025-03-10,3,3907,142.1,450,300.0,44.74,200,Delivered,0,
900430,50430,302,TL,Reefer,2025-03-06,2025-03-10,2025-03-06,2025-03-10,9,13639,1388.8,1905,4718.69,841.93,50,Delivered,0,
900431,50431,303,TL,Dry Van,2025-01-05,2025-01-08,2025-01-05,2025-01-08,13,19919,1589.7,1263,3240.51,602.8,50,Delivered,0,
900432,50432,302,TL,Dry Van,2025-06-25,2025-06-29,2025-06-25,2025-06-28,15,13016,1355.4,2001,4903.4,733.72,0,Delivered,0,
900433,50433,302,TL,Dry Van,2025-03-05,2025-03-08,2025-03-05,2025-03-11,19,12548,993.0,1263,2468.34,380.79,0,Delayed,0,
900434,50434,300,TL,Dry Van,2025-06-11,2025-06-14,2025-06-11,2025-06-15,8,17330,1195.8,1083,1865.71,237.64,0,Delivered,0,
900435,50435,300,LTL,Dry Van,2025-05-18,2025-05-22,2025-05-18,2025-05-20,3,2625,554.9,2112,831.85,163.56,0,Delivered,0,
900436,50436,301,LTL,Reefer,2025-06-28,2025-07-01,2025-06-28,2025-07-01,4,200,57.0,1263,562.53,68.19,50,In Transit,0,
900437,50437,300,TL,Dry Van,2025-06-13,2025-06-17,2025-06-13,2025-06-16,13,14990,1388.8,1698,3155.4,609.93,125,Delivered,0,
900438,50438,302,TL,Dry Van,2025-04-13,2025-04-17,2025-04-14,2025-04-17,12,11939,1156.7,2008,4392.17,719.89,200,Delivered,0,
900439,50439,304,TL,Flatbed,2025-06-15,2025-06-18,2025-06-16,2025-06-18,11,9413,1228.2,1263,2913.77,494.92,0,Delivered,0,
900440,50440,302,TL,Dry Van,2025-06-29,2025-07-01,2025-06-29,2025-07-01,12,13588,1172.2,1047,1833.93,298.08,50,In Transit,0,
900441,50441,303,LTL,Dry Van,2025-04-18,2025-04-22,2025-04-18,2025-04-23,2,793,832.6,2112,559.08,95.78,0,Delivered,0,
900442,50442,303,LTL,Dry Van,2025-01-06,2025-01-10,2025-01-06,2025-01-10,4,200,456.5,2008,794.01,122.35,0,Delivered,0,
900443,50443,301,TL,Flatbed,2025-02-14,2025-02-19,2025-02-14,2025-02-20,19,15393,1662.3,2139,3735.93,537.15,0,Delivered,0,
900444,50444,303,LTL,Dry Van,2025-02-03,2025-02-07,2025-02-03,2025-02-07,6,200,264.7,1905,485.53,76.29,75,Delivered,0,
900445,50445,301,LTL,Dry Van,2025-06-09,2025-06-10,2025-06-09,2025-06-10,5,200,425.2,450,300.0,57.94,0,Delivered,0,
900446,50446,304,LTL,Flatbed,2025-01-12,2025-01-16,2025-01-14,2025-01-17,6,6251,535.7,2181,721.47,101.44,50,Delivered,1,Count discrepancy
900447,50447,300,LTL,Dry Van,2025-05-25,2025-05-29,2025-05-25,2025-05-27,3,200,330.4,1826,626.3,89.23,0,Delivered,0,
900448,50448,304,TL,Dry Van,2025-04-26,2025-04-27,2025-04-26,2025-04-26,15,12124,1266.6,761,1882.37,338.55,0,Delivered,1,Count discrepancy
900449,50449,302,TL,Dry Van,2025-03-29,2025-04-01,2025-03-29,2025-04-01,15,14969,1368.0,1083,2757.2,358.01,0,Delivered,1,Count discrepancy
900450,50450,302,TL,Dry Van,2025-04-18,2025-04-20,2025-04-18,2025-04-22,11,13274,1133.5,1047,2526.91,420.68,125,Delayed,0,
900451,50451,303,TL,Dry Van,2025-05-29,2025-06-02,2025-05-29,2025-06-01,12,19828,1178.9,2001,3469.58,602.55,0,Delivered,0,
900452,50452,303,TL,Dry Van,2025-02-19,2025-02-20,2025-02-19,2025-02-19,12,18429,1686.4,348,797.53,135.05,75,Delivered,0,
900453,50453,300,TL,Dry Van,2025-02-04,2025-02-08,2025-02-04,2025-02-07,17,11367,1314.4,1905,3315.57,395.08,50,Delivered,0,
900454,50454,300,LTL,Dry Van,2025-02-28,2025-03-04,2025-02-28,2025-03-03,3,2803,492.9,1991,649.69,105.87,0,Canceled,0,
900455,50455,302,LTL,Reefer,2025-04-30,2025-05-04,2025-04-30,2025-05-04,2,5008,319.5,2008,820.93,100.52,75,Delivered,0,
900456,50456,300,LTL,Dry Van,2025-05-23,2025-05-27,2025-05-23,2025-05-27,3,842,338.1,1826,594.72,61.62,0,Delivered,0,
900457,50457,302,TL,Dry Van,2025-03-21,2025-03-24,2025-03-21,2025-03-25,8,12652,1107.3,1819,3187.3,453.72,0,Delayed,0,
900458,50458,301,TL,Dry Van,2025-06-20,2025-06-23,2025-06-19,2025-06-23,8,19857,1332.8,1083,2060.78,384.54,75,Delayed,0,
900459,50459,304,LTL,Dry Van,2025-01-20,2025-01-25,2025-01-20,2025-01-26,5,200,299.2,2139,791.07,135.16,0,Delivered,0,
900460,50460,301,TL,Dry Van,2025-01-11,2025-01-15,2025-01-11,2025-01-18,13,8869,1145.8,1905,3589.42,550.65,50,Delayed,1,Damaged packaging
900461,50461,301,TL,Dry Van,2025-01-13,2025-01-18,2025-01-13,2025-01-18,9,16627,1247.0,2287,4449.35,786.4,75,Delivered,0,
900462,50462,302,LTL,Dry Van,2025-02-18,2025-02-22,2025-02-18,2025-02-20,1,6532,152.1,1826,634.16,106.56,0,Delivered,0,
900463,50463,300,TL,Flatbed,2025-02-27,2025-02-28,2025-02-27,2025-02-28,13,13516,1374.4,450,803.09,159.37,0,Delivered,0,
900464,50464,304,TL,Dry Van,2025-06-05,2025-06-09,2025-06-05,2025-06-09,13,11311,1505.9,1991,4843.74,648.82,0,Delivered,0,
900465,50465,301,TL,Dry Van,2025-03-12,2025-03-15,2025-03-14,2025-03-17,12,18391,1412.9,1370,2374.2,309.55,0,Delivered,0,
900466,50466,304,TL,Dry Van,2025-06-13,2025-06-16,2025-06-15,2025-06-18,7,15698,1235.5,1775,4175.81,488.53,0,Delivered,0,
900467,50467,302,LTL,Dry Van,2025-02-08,2025-02-12,2025-02-08,2025-02-10,7,5184,340.9,1925,673.55,109.37,50,Delivered,0,
900468,50468,303,TL,Dry Van,2025-03-31,2025-04-04,2025-03-31,2025-04-04,11,12464,1216.0,1698,3479.67,604.09,200,Delivered,0,
900469,50469,300,TL,Flatbed,2025-03-18,2025-03-21,2025-03-18,2025-03-21,7,15221,1300.6,1819,4402.24,514.71,75,Delivered,0,
900470,50470,303,TL,Flatbed,2025-02-23,2025-02-27,2025-02-23,2025-02-25,16,10037,1282.1,1991,3569.96,410.53,50,Delivered,0,
900471,50471,304,LTL,Dry Van,2025-06-07,2025-06-10,2025-06-08,2025-06-10,6,200,138.5,1819,573.4,106.69,0,Delivered,0,
900472,50472,300,TL,Dry Van,2025-01-22,2025-01-26,2025-01-22,2025-01-28,8,15230,1309.4,2181,3950.74,546.45,125,Delivered,0,
900473,50473,300,LTL,Dry Van,2025-03-31,2025-04-01,2025-03-31,2025-04-01,1,6199,77.9,450,300.0,45.56,200,Delivered,0,
900474,50474,301,TL,Dry Van,2025-03-17,2025-03-20,2025-03-17,2025-03-20,10,16708,1356.8,1263,2993.35,343.18,50,Delivered,0,
900475,50475,302,LTL,Dry Van,2025-05-23,2025-05-24,2025-05-23,2025-05-23,3,200,61.6,761,301.72,38.26,50,Delivered,0,
900476,50476,300,TL,Dry Van,2025-04-07,2025-04-12,2025-04-07,2025-04-11,7,9709,1201.3,2139,5409.23,594.53,50,Delivered,0,
900477,50477,302,LTL,Dry Van,2025-03-01,2025-03-05,2025-02-28,2025-03-03,3,486,296.3,2181,791.71,134.91,50,Delivered,0,
900478,50478,303,LTL,Dry Van,2025-06-16,2025-06-17,2025-06-16,2025-06-18,3,7360,288.6,761,306.32,40.88,0,Delivered,0,
900479,50479,300,TL,Dry Van,2025-05-05,2025-05-10,2025-05-07,2025-05-13,10,17309,1355.8,2139,4385.07,454.96,200,Delayed,0,
900480,50480,301,LTL,Dry Van,2025-05-16,2025-05-21,2025-05-16,2025-05-23,4,359,392.9,2139,737.16,95.2,75,Delivered,0,
900481,50481,301,TL,Dry Van,2025-06-19,2025-06-23,2025-06-19,2025-06-23,8,14692,1165.6,1698,3649.2,410.82,0,Delivered,0,
900482,50482,304,TL,Dry Van,2025-04-01,2025-04-02,2025-04-01,2025-04-03,9,12306,1324.0,761,1888.97,303.18,0,Delivered,0,
900483,50483,304,LTL,Dry Van,2025-05-10,2025-05-13,2025-05-11,2025-05-12,6,200,548.5,1819,455.85,56.34,0,Delivered,0,
900484,50484,302,TL,Reefer,2025-04-21,2025-04-22,2025-04-21,2025-04-22,18,11921,1162.0,450,1160.16,118.12,200,Delivered,0,
900485,50485,302,TL,Dry Van,2025-01-27,2025-01-28,2025-01-27,2025-01-28,15,13535,1604.9,443,1015.97,170.09,75,Delivered,0,
900486,50486,301,LTL,Dry Van,2025-01-18,2025-01-19,2025-01-18,2025-01-18,2,4883,94.0,443,300.0,53.27,50,Delivered,0,
900487,50487,301,LTL,Dry Van,2025-02-05,2025-02-08,2025-02-05,2025-02-08,3,383,483.6,1370,500.4,78.45,50,Delivered,0,
900488,50488,302,TL,Dry Van,2025-01-29,2025-01-30,2025-01-29,2025-01-29,9,13511,1026.7,443,1011.13,128.11,0,Delivered,0,
900489,50489,303,TL,Dry Van,2025-04-24,2025-04-28,2025-04-24,2025-04-27,8,13500,1181.6,1698,3828.85,568.85,0,Canceled,0,
900490,50490,304,TL,Dry Van,2025-01-18,2025-01-22,2025-01-18,2025-01-21,18,13236,1190.2,2181,5649.67,914.57,0,Delivered,0,
900491,50491,300,LTL,Dry Van,2025-04-18,2025-04-22,2025-04-19,2025-04-23,4,2560,50.0,2001,765.11,77.75,75,Delivered,0,
900492,50492,303,TL,Dry Van,2025-04-01,2025-04-02,2025-04-01,2025-04-03,16,17439,1382.3,450,940.68,112.6,125,Delivered,0,
900493,50493,304,TL,Dry Van,2025-06-05,2025-06-09,2025-06-05,2025-06-09,13,10885,1320.9,2112,4424.33,840.82,125,Delivered,0,
900494,50494,303,TL,Dry Van,2025-03-25,2025-03-29,2025-03-25,2025-03-31,15,16285,1151.6,1962,4716.51,730.76,75,Delayed,0,
900495,50495,304,TL,Flatbed,2025-05-21,2025-05-24,2025-05-21,2025-05-25,15,18133,1138.4,1083,2263.78,444.19,50,Delivered,0,
900496,50496,303,TL,Dry Van,2025-02-23,2025-02-28,2025-02-23,2025-02-28,15,16752,1130.9,2139,4547.71,527.66,75,Delivered,0,
900497,50497,304,LTL,Dry Van,2025-06-17,2025-06-21,2025-06-17,2025-06-21,3,5880,119.1,2112,884.03,118.13,0,Delivered,0,
900498,50498,302,TL,Reefer,2025-06-26,2025-06-30,2025-06-26,2025-07-01,12,14492,1349.6,1826,4217.6,748.07,0,In Transit,0,
900499,50499,302,TL,Dry Van,2025-06-29,2025-07-03,2025-06-29,2025-07-02,23,12900,1024.4,1991,4832.41,781.07,0,In Transit,0,
900500,50500,304,LTL,Dry Van,2025-05-14,2025-05-17,2025-05-14,2025-05-17,3,200,146.2,1370,552.9,66.59,0,Delivered,0,
900501,50501,301,LTL,Dry Van,2025-02-28,2025-03-04,2025-02-28,2025-03-04,6,8363,641.6,1826,516.71,67.07,200,Delivered,0,
900502,50502,304,TL,Dry Van,2025-01-22,2025-01-26,2025-01-22,2025-01-25,13,10288,1008.3,2181,4228.54,520.71,75,Delivered,0,
900503,50503,301,LTL,Dry Van,2025-02-10,2025-02-14,2025-02-10,2025-02-13,4,7885,407.4,2112,540.75,63.8,0,Delivered,0,
900504,50504,300,TL,Dry Van,2025-04-27,2025-05-01,2025-04-28,2025-05-02,11,12986,1054.9,2008,4946.59,839.87,0,Delivered,0,
900505,50505,303,TL,Dry Van,2025-01-16,2025-01-19,2025-01-16,2025-01-18,7,17869,1196.6,1370,3373.49,595.18,0,Delivered,0,
900506,50506,304,TL,Dry Van,2025-05-15,2025-05-18,2025-05-15,2025-05-18,11,15930,1325.6,1263,2483.29,374.39,75,Delivered,0,
900507,50507,303,LTL,Flatbed,2025-01-05,2025-01-07,2025-01-05,2025-01-06,4,200,611.1,1047,315.79,46.21,0,Delivered,0,
900508,50508,302,LTL,Dry Van,2025-05-01,2025-05-05,2025-05-01,2025-05-08,4,1666,420.1,2001,571.84,94.05,0,Delayed,0,
900509,50509,302,TL,Reefer,2025-05-10,2025-05-14,2025-05-10,2025-05-14,10,18138,1227.4,2008,4852.42,501.44,0,Delivered,0,
900510,50510,301,LTL,Dry Van,2025-05-31,2025-06-05,2025-05-31,2025-06-05,6,1290,176.9,2139,935.91,169.99,0,Delivered,0,
900511,50511,300,LTL,Dry Van,2025-06-12,2025-06-16,2025-06-12,2025-06-14,3,1521,133.5,1905,563.53,109.08,0,Delivered,0,
900512,50512,301,LTL,Dry Van,2025-02-13,2025-02-17,2025-02-13,2025-02-19,2,335,232.8,1962,745.17,125.98,0,Delivered,0,
900513,50513,301,TL,Dry Van,2025-01-28,2025-02-01,2025-01-29,2025-02-03,14,11939,1141.2,2001,4545.81,565.61,75,Delivered,0,
900514,50514,302,TL,Dry Van,2025-01-12,2025-01-16,2025-01-12,2025-01-15,9,17593,1375.2,1962,4205.94,585.06,75,Delivered,0,
900515,50515,301,LTL,Flatbed,2025-04-03,2025-04-04,2025-04-04,2025-04-05,4,200,594.2,443,300.0,53.38,0,Delivered,0,
900516,50516,300,TL,Dry Van,2025-02-18,2025-02-19,2025-02-18,2025-02-20,17,15744,1425.7,443,872.39,153.65,0,Delivered,0,
900517,50517,300,TL,Dry Van,2025-01-05,2025-01-09,2025-01-05,2025-01-07,14,16508,1254.4,1826,4635.36,910.53,0,Delivered,0,
900518,50518,300,TL,Dry Van,2025-04-16,2025-04-20,2025-04-16,2025-04-23,17,15302,1279.0,2112,4968.44,747.92,0,Delayed,0,
900519,50519,304,TL,Reefer,2025-01-24,2025-01-28,2025-01-25,2025-01-30,12,14917,1378.9,1826,3701.67,650.28,200,Delivered,0,
900520,50520,303,TL,Flatbed,2025-01-18,2025-01-23,2025-01-19,2025-01-24,12,15541,1105.8,2287,5128.83,720.41,50,Delivered,0,
900521,50521,302,TL,Dry Van,2025-04-09,2025-04-13,2025-04-10,2025-04-11,10,15568,1178.0,1905,4458.3,544.64,0,Delivered,0,
900522,50522,301,LTL,Reefer,2025-02-04,2025-02-08,2025-02-04,2025-02-08,4,2608,103.1,2008,800.05,89.6,75,Delivered,0,
900523,50523,302,TL,Flatbed,2025-01-11,2025-01-14,2025-01-11,2025-01-14,12,15346,1265.0,1263,2636.79,510.12,200,Delivered,0,
900524,50524,301,LTL,Dry Van,2025-01-25,2025-01-28,2025-01-25,2025-01-28,9,200,227.9,1263,470.08,84.84,125,Delivered,0,
900525,50525,303,TL,Dry Van,2025-05-02,2025-05-05,2025-05-02,2025-05-04,9,13333,1106.8,1083,2245.24,354.02,0,Delivered,0,
900526,50526,300,TL,Flatbed,2025-02-05,2025-02-06,2025-02-05,2025-02-05,17,11821,1390.3,450,798.56,121.38,0,Delivered,0,
900527,50527,302,LTL,Dry Van,2025-04-19,2025-04-22,2025-04-20,2025-04-22,5,4467,442.2,1819,473.62,79.2,0,Delivered,0,
900528,50528,301,TL,Dry Van,2025-06-04,2025-06-08,2025-06-04,2025-06-08,11,14778,1153.1,2325,4175.98,595.1,50,Delivered,0,
900529,50529,304,LTL,Dry Van,2025-02-16,2025-02-20,2025-02-17,2025-02-21,3,925,63.7,2112,647.41,76.51,200,Delivered,0,
900530,50530,303,TL,Dry Van,2025-02-04,2025-02-08,2025-02-04,2025-02-09,14,12967,1450.1,2112,4903.23,558.64,0,Delivered,0,
900531,50531,300,TL,Dry Van,2025-03-14,2025-03-18,2025-03-14,2025-03-16,14,17126,1051.6,2325,5183.73,523.01,125,Delivered,0,
900532,50532,301,TL,Dry Van,2025-04-08,2025-04-12,2025-04-08,2025-04-11,13,14013,1022.5,2001,4958.75,528.59,0,Delivered,0,
900533,50533,302,LTL,Dry Van,2025-04-14,2025-04-18,2025-04-14,2025-04-17,1,972,388.5,2008,541.34,93.95,0,Delivered,0,
900534,50534,302,LTL,Dry Van,2025-05-11,2025-05-15,2025-05-11,2025-05-12,3,7285,308.2,1925,626.28,95.4,75,Delivered,0,
900535,50535,303,TL,Dry Van,2025-03-18,2025-03-23,2025-03-18,2025-03-23,15,7933,1385.4,2287,5587.54,972.38,50,Delivered,0,
900536,50536,304,TL,Dry Van,2025-06-21,2025-06-22,2025-06-21,2025-06-23,12,20623,1199.5,450,979.13,143.2,75,Delivered,0,
900537,50537,302,TL,Dry Van,2025-05-26,2025-05-29,2025-05-26,2025-05-28,17,15812,1320.9,1263,2302.45,359.46,50,Delivered,0,
900538,50538,300,TL,Dry Van,2025-03-20,2025-03-21,2025-03-20,2025-03-24,7,18399,1410.9,761,1707.59,256.43,0,Delayed,0,
900539,50539,300,LTL,Dry Van,2025-01-19,2025-01-23,2025-01-19,2025-01-21,12,2054,299.2,2325,586.28,71.96,0,Delivered,0,
900540,50540,300,TL,Dry Van,2025-04-30,2025-05-04,2025-04-30,2025-05-05,10,14812,1745.4,1698,3114.9,417.62,50,Delayed,0,
900541,50541,300,TL,Dry Van,2025-05-05,2025-05-09,2025-05-05,2025-05-08,9,15549,1261.8,1698,3823.09,451.59,0,Delivered,0,
900542,50542,301,LTL,Dry Van,2025-03-08,2025-03-12,2025-03-08,2025-03-13,1,200,202.9,1925,680.97,130.93,0,Delivered,0,
